UMPD CASENUMBER,OCCURRED DATE TIMELOCATION,REPORT DATE TIME,TYPE,DISPOSITION,LOCATION
2019-00064220,11/2/2019 17:34,11/2/2019 17:34,Check on the  Welfare,CBE,"Oakland, Oakland Hall at 3912  Denton Service  Ln"
2019-00064221,11/2/2019 17:36,11/2/2019 17:36,Injured/Sick Person,CBE,"Oakland, Oakland Hall at 3912  Denton Service  Ln"
2019-00064232,10/26/2019 12:00,11/2/2019 19:13,Theft,Investigation Pending,5800 block of  University Research  Ct
2019-00064251,11/2/2019 19:30,11/2/2019 22:18,Theft,Active/Pending,3900 block of  Campus  Dr
2019-00064306,11/3/2019 3:05,11/3/2019 3:05,Injured/Sick Person,CBE,7300 block of  Baltimore  Ave
2019-00064309,11/3/2019 2:00,11/3/2019 3:49,Injured/Sick Person,CBE,3900 block of  Denton Service  Ln
2019-00064348,10/23/2019 12:00,11/3/2019 12:00,Identity Theft,Active/Pending,"Cambridge, Cambridge Hall at 4230  Farm  Dr"
2019-00064390,11/3/2019 18:08,11/3/2019 18:08,Theft,Arrest,3400 block of  Tulane  Dr
2019-00064412,11/3/2019 20:45,11/3/2019 21:04,Injured/Sick Person,CBE,4100 block of  Valley  Dr
2019-00064522,11/4/2019 10:00,11/4/2019 10:00,Injured/Sick Person,CBE,4000 block of  Campus  Dr
2019-00064555,11/1/2019 16:30,11/4/2019 13:08,Vandalism,Active/Pending,"Armory, Reckord Armory at 4490  Rossborough  Ln"
2019-00064571,11/4/2019 10:40,11/4/2019 15:10,Vehicle Tampering,Active/Pending,Lot 1f
2019-00064572,11/4/2019 7:00,11/4/2019 15:27,Theft from Auto,Active/Pending,"Garage A, Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Parking Garage, PG5 at 7591  Mowatt  Ln"
2019-00064613,11/4/2019 17:05,11/4/2019 17:05,Injured/Sick Person,CBE,8000 block of  Regents  Dr
2019-00064615,11/4/2019 10:00,11/4/2019 17:50,Theft from Auto,Investigation Pending,Lot 11b
2019-00064673,11/4/2019 23:26,11/4/2019 23:26,Suspicious Activity,CBE,4300 block of  Rowalt  Dr
2019-00064793,11/5/2019 11:26,11/5/2019 11:26,Trespassing,Arrest,Campus  Dr
2019-00064797,11/3/2019 12:00,11/5/2019 12:32,Telephone/EMail Misuse,Investigation Pending,"Lefrak, Lefrak Hall at 7251  Preinkert  Dr"
2019-00064799,11/5/2019 13:59,11/5/2019 13:59,Hazardous Condition,CBE,"Van Munching, Van Munching Hall at 7699  Mowatt  Ln"
2019-00064801,11/2/2019 10:00,11/5/2019 14:02,Theft,Investigation Pending,"Leonardtown #247, Leonardtown at 4713  Rossborough  Ln"
2019-00064802,11/5/2019 8:00,11/5/2019 14:30,Theft,Investigation Pending,"Comcast Center, Xfinity, Xfinity Center at 8500  Paint Branch  Dr"
2019-00064840,11/1/2019 3:30,11/5/2019 16:23,Theft,Active/Pending,"Brendan Iribe Center, Iribe Center at 8125  Paint Branch  Dr"
2019-00064970,11/5/2019 23:37,11/5/2019 23:37,Assist Other Agency,CBE,Campus  Dr
2019-00064994,11/6/2019 1:40,11/6/2019 1:40,DWI/DUI,Arrest,"College Park Metro, Metro at 4600  River  Rd"
2019-00065056,11/6/2019 6:30,11/6/2019 10:25,Theft,Investigation Pending,Lot 11b
2019-00065060,11/6/2019 10:56,11/6/2019 10:56,Trespassing,Arrest,"Tawes, Tawes Hall at 7751  Alumni  Dr"
2019-00065074,11/2/2019 18:00,11/6/2019 14:15,Theft from Auto,Active/Pending,Lot 11b
2019-00065076,11/6/2019 14:31,11/6/2019 14:31,Injured/Sick Person,CBE,"Bio Psych, Biology-Psychology Building at 4094  Campus  Dr"
2019-00065099,11/5/2019 21:00,11/6/2019 18:29,Theft,Active/Pending,"Leonardtown #248, Leonardtown at 7567  Yale  Ave"
2019-00065102,11/4/2019 9:00,11/6/2019 18:35,Vandalism,Active/Pending,Paint Branch  Dr
2019-00065212,11/7/2019 1:03,11/7/2019 1:03,DWI/DUI,Arrest,University  Blvd
2019-00065326,10/22/2019 21:17,11/7/2019 12:31,Telephone/EMail Misuse,Active/Pending,4200 block of  Campus  Dr
2019-00065393,11/7/2019 22:22,11/7/2019 22:23,Injured/Sick Person,CBE,Paint Branch  Dr
2019-00065427,11/7/2019 23:29,11/7/2019 23:29,Injured/Sick Person,CBE,Elkton at 3981  Denton Service  Ln
2019-00065460,11/8/2019 0:25,11/8/2019 0:25,DWI/DUI,Arrest,Knox  Rd
2019-00065489,11/8/2019 1:56,11/8/2019 1:56,DWI/DUI,Arrest,Baltimore  Ave
2019-00065493,11/8/2019 3:23,11/8/2019 3:23,Alcohol Violation,Arrest,7500 block of  Dickinson  Ave
2019-00065590,11/8/2019 14:47,11/8/2019 14:47,Warrant/Summons Service,Arrest,Pocomoke at 7569  Baltimore  Ave
2019-00065606,11/8/2019 17:25,11/8/2019 17:30,CDS Violation,Arrest,Knox  Rd
2019-00065656,11/8/2019 20:30,11/8/2019 22:18,Assist Other Agency,CBE,4300 block of  Hartwick  Rd
2019-00065676,11/9/2019 0:13,11/9/2019 0:13,Injured/Sick Person,CBE,4100 block of  Farm  Dr
2019-00065678,11/9/2019 0:30,11/9/2019 0:37,Disorderly Conduct,Arrest,Cornerstone at 7325  Baltimore  Ave
2019-00065682,11/9/2019 1:59,11/9/2019 1:59,Injured/Sick Person,CBE,"Annapolis, Annapolis Hall at 7626  Regents  Dr"
2019-00065683,11/9/2019 2:00,11/9/2019 2:06,Injured/Sick Person,CBE,4400 block of  Lehigh Rd
2019-00065687,11/9/2019 3:33,11/9/2019 3:33,Vandalism,CBE,4100 block of  Valley  Dr
2019-00065693,11/9/2019 5:06,11/9/2019 5:06,Burglary,Investigation Pending,"Bel Air, Bel Air Hall at 4213  Valley  Dr"
2019-00065799,11/9/2019 17:53,11/9/2019 17:53,Damaged Property,Active/Pending,340 block of  Ehrensberger  Dr
2019-00065801,11/9/2019 18:10,11/9/2019 18:10,Injured/Sick Person,CBE,7600 block of  Library  Ln
2019-00065818,11/9/2019 20:45,11/9/2019 20:47,Assist Other Agency,CBE,7500 block of  Princeton  Ave
2019-00065834,11/10/2019 3:29,11/10/2019 3:29,Injured/Sick Person,CBE,Ellicott at 4052  Stadium  Dr
2019-00065876,11/10/2019 13:19,11/10/2019 13:35,Theft,Active/Pending,3900 block of  Campus  Dr
2019-00066057,11/11/2019 10:41,11/11/2019 10:41,Theft,Investigation Pending,"Hornbake, Hornbake Library at 4130  Campus  Dr"
2019-00066058,11/11/2019 10:51,11/11/2019 10:51,Injured/Sick Person,CBE,4100 block of  Campus  Dr
2019-00066125,11/11/2019 13:50,11/11/2019 16:11,Theft,Active/Pending,"Van Munching, Van Munching Hall at 7699  Mowatt  Ln"
2019-00066166,11/11/2019 19:05,11/11/2019 19:11,Assist Other Agency,CBE,7400 block of  Dickinson  Ave
2019-00066168,11/11/2019 19:47,11/11/2019 19:47,Fraud,Active/Pending,7000 block of  Preinkert  Dr
2019-00066182,11/11/2019 22:20,11/11/2019 22:30,Injured/Sick Person,CBE,Cambridge Community Center at 4232  Farm  Dr
2019-00066279,11/12/2019 9:10,11/12/2019 9:10,Burglary,Investigation Pending,4400 block of  Campus Dr
2019-00066295,11/12/2019,11/12/2019 10:15,Theft,Unfounded,7600 block of  Library  Ln
2019-00066383,11/12/2019 15:30,11/12/2019 15:40,Suspicious Person/Auto,Arrest,Knox  Rd
2019-00066392,8/23/2019 17:11,11/12/2019 17:11,Rape (Title IX Related),CBE,7500 block of  Calvert Service  Ln
2019-00066419,11/8/2019 21:00,11/12/2019 22:11,Dept Property Damage/Loss,CBE,Pocomoke at 7569  Baltimore  Ave
2019-00066562,11/13/2019 13:12,11/13/2019 13:12,Title IX Incident Non Criminal,CBE,Health Center at 3983  Campus  Dr
2019-00066563,11/13/2019 13:29,11/13/2019 13:29,Accident - Departmental,CBE,6200 block of  Baltimore  Ave
2019-00066582,11/13/2019 16:00,11/13/2019 17:17,Injured Officer,CBE,Pamela Rd/quaterfield Rd
2019-00066615,11/13/2019 14:15,11/13/2019 19:22,Theft,Arrest,7000 block of  Preinkert  Dr
2019-00066649,11/13/2019 20:00,11/13/2019 23:07,Theft,Investigation Pending,4100 block of  Farm  Dr
2019-00066687,11/14/2019 0:33,11/14/2019 0:33,Injured/Sick Person,CBE,"Leonardtown #239, Leonardtown at 4610  Norwich  Rd"
2019-00066694,11/14/2019 1:06,11/14/2019 1:06,DWI/DUI,Arrest,University  Blvd
2019-00066723,11/13/2019 19:00,11/14/2019 7:00,Theft from Auto,Investigation Pending,340 block of  Ehrensberger  Dr
2019-00066916,11/15/2019 1:03,11/15/2019 1:03,DWI/DUI,Arrest,Adelphi  Rd
2019-00066945,11/15/2019 3:03,11/15/2019 3:03,DWI/DUI,Arrest,"College Park Fire Station, Company 12 at 8115  Baltimore  Ave"
2019-00066998,11/15/2019 13:14,11/15/2019 14:14,Injured/Sick Person,CBE,"Tawes, Tawes Hall at 7751  Alumni  Dr"
2019-00066999,11/15/2019 13:00,11/15/2019 14:15,Injured/Sick Person,CBE,"Armory, Reckord Armory at 4490  Rossborough  Ln"
2019-00067050,11/15/2019 17:13,11/15/2019 17:15,CDS Violation,Arrest,4300 block of  Knox  Rd
2019-00067123,11/15/2019 21:53,11/15/2019 21:53,Dept Property Damage/Loss,CBE,"Comcast Center, Xfinity, Xfinity Center at 8500  Paint Branch  Dr"
2019-00067137,11/15/2019 22:31,11/15/2019 22:31,CDS Violation,Arrest,4000 block of  Stadium  Dr
2019-00067162,11/16/2019,11/16/2019 0:12,Injured/Sick Person,CBE,Cornerstone at 7325  Baltimore  Ave
2019-00067164,11/16/2019 0:34,11/16/2019 0:34,Injured/Sick Person,CBE,7300 block of  Baltimore  Ave
2019-00067165,11/16/2019 0:35,11/16/2019 0:35,CDS Violation,Arrest,7400 block of  Baltimore  Ave
2019-00067176,11/16/2019 2:42,11/16/2019 2:42,Injured/Sick Person,CBE,7500 block of  Mowatt  Ln
2019-00067257,11/16/2019 12:33,11/16/2019 12:33,CDS Violation,CBE,4000 block of  Stadium  Dr
2019-00067328,11/16/2019 20:00,11/16/2019 20:01,Injured/Sick Person,CBE,340 block of  Ehrensberger  Dr
2019-00067338,11/16/2019 21:00,11/16/2019 21:09,Suspicious Activity,Unfounded,"Leonardtown #247, Leonardtown at 4713  Rossborough  Ln"
2019-00067343,11/16/2019 2:30,11/16/2019 21:38,Assist Other Agency,CBE,4600 block of  College  Ave
2019-00067344,11/16/2019 21:45,11/16/2019 21:45,Injured/Sick Person,CBE,3900 block of  Denton Service  Ln
2019-00067476,11/17/2019 6:30,11/17/2019 12:21,Assist Other Agency,CBE,4200 block of  Knox  Rd
2019-00067543,11/17/2019 17:15,11/17/2019 17:26,Suspicious Activity,Active/Pending,Sigma Kappa at 10  Fraternity  Row
2019-00067580,11/17/2019 2:30,11/17/2019 21:13,Assist Other Agency,CBE,8700 block of  Baltimore  Ave
2019-00067596,9/15/2019,11/17/2019 23:14,Telephone/EMail Misuse (Title IX Related),CBE,Prince Frederick at 7030  Preinkert  Dr
2019-00067610,11/18/2019 1:11,11/18/2019 1:11,CDS Violation,Arrest,"Oakland, Oakland Hall at 3912  Denton Service  Ln"
2019-00067644,11/18/2019 7:54,11/18/2019 7:54,Vandalism,Active/Pending,Cambridge Community Center at 4232  Farm  Dr
2019-00067724,11/18/2019 12:55,11/18/2019 12:55,Emergency Petition,CBE,Health Center at 3983  Campus  Dr
2019-00067739,11/18/2019 14:30,11/18/2019 14:30,Theft,Active/Pending,"Brendan Iribe Center, Iribe Center at 8125  Paint Branch  Dr"
2019-00067742,11/18/2019 5:30,11/18/2019 14:53,Theft,Investigation Pending,Lot 11b
2019-00067759,11/18/2019 5:45,11/18/2019 15:36,Theft,Investigation Pending,Lot 11b
2019-00067840,10/1/2019 12:00,11/18/2019 19:17,Title IX Incident Non Criminal,CBE,Delta Gamma at 4518  Knox  Rd
2019-00067870,11/18/2019 21:27,11/18/2019 21:27,CDS Violation,Arrest,4200 block of  Valley  Dr
2019-00067907,11/19/2019 1:47,11/19/2019 1:47,DWI/DUI,Arrest,Baltimore  Ave
2019-00067928,11/19/2019 2:00,11/19/2019 6:00,Assault,CBE,Denton at 3854  Stadium  Dr
2019-00067969,11/19/2019 10:50,11/19/2019 11:25,Other Service Call,CBE,Campus  Dr
2019-00067983,11/11/2019 8:00,11/19/2019 12:21,Burglary,Active/Pending,"Bio Psych, Biology-Psychology Building at 4094  Campus  Dr"
2019-00068001,10/18/2018 0:01,11/19/2019 14:34,Assist Other Agency,Active/Pending,"Comcast Center, Xfinity, Xfinity Center at 8500  Paint Branch  Dr"
2019-00068004,11/17/2019 18:00,11/19/2019 14:36,Pedestrian Struck,Active/Pending,Ellicott at 4052  Stadium  Dr
2019-00068034,11/13/2019 14:00,11/19/2019 17:14,Suspicious Activity,Active/Pending,Lot LL5
2019-00068035,10/15/2019 1:40,11/19/2019 17:26,Other Incident,Arrest,Pi Kappa Alpha at 2  Fraternity  Row
2019-00068052,11/19/2019 19:10,11/19/2019 19:17,Injured/Sick Person,CBE,Paint Branch Dr / Azalea Ln
2019-00068054,11/19/2019 20:00,11/19/2019 20:12,CDS Violation,Arrest,"Oakland, Oakland Hall at 3912  Denton Service  Ln"
2019-00068055,11/19/2019 20:27,11/19/2019 20:27,Assist Other Agency,CBE,North Gate at 4306  Campus  Dr
2019-00068057,11/19/2019 11:10,11/19/2019 20:55,Hate Bias Incident,Investigation Pending,"Comcast Center, Xfinity, Xfinity Center at 8500  Paint Branch  Dr"
2019-00068077,11/19/2019 21:30,11/19/2019 22:54,Assist Other Agency,CBE,4600 block of  Knox  Rd
2019-00068115,11/20/2019 0:43,11/20/2019 0:43,Injured/Sick Person,CBE,University  Blvd
2019-00068123,11/20/2019 2:09,11/20/2019 2:09,DWI/DUI,Arrest,Baltimore  Ave
2019-00068176,11/19/2019 18:00,11/20/2019 9:01,Other Incident,CBE,"Ellicott Area Dining Hall, Ellicott Dining Hall at 4028  Stadium  Dr"
2019-00068243,11/20/2019 16:10,11/20/2019 16:37,Injured/Sick Person,CBE,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200  Valley  Dr"
2019-00068266,11/20/2019 19:25,11/20/2019 19:25,Injured/Sick Person,CBE,4200 block of  Lehigh  Rd
2019-00068344,11/20/2019 23:14,11/20/2019 23:14,CDS Violation,Arrest,"Tau Kappa Epsilon, TKE at 3  Fraternity  Row"
2019-00068353,11/20/2019 23:31,11/20/2019 23:31,Injured/Sick Person,CBE,"A James Clark Hall, A. James Clark Hall, A.J. Clark Hall, Clark, Clark Hall at 8278  Paint Branch  Dr"
2019-00068359,11/20/2019 23:39,11/20/2019 23:39,Injured/Sick Person,CBE,4600 block of  Norwich  Rd
2019-00068483,11/14/2019 14:00,11/21/2019 12:45,Damage to State Property,CBE,3900 block of  Campus  Dr
2019-00068484,11/21/2019 12:45,11/21/2019 12:57,CDS Violation,CBE,4100 block of  Valley  Dr
2019-00068623,11/21/2019 23:56,11/21/2019 23:56,CDS Violation,Arrest,College  Ave
2019-00068649,11/22/2019 2:22,11/22/2019 2:22,Disorderly Conduct,Arrest,4500 block of  Hartwick  Rd
2019-00068717,11/22/2019 11:15,11/22/2019 13:13,Indecent Exposure,Investigation Pending,"PG3, SDG, Stadium Drive Garage, Stadium Drive Parking Garage at 4025  Stadium  Dr"
2019-00068718,11/21/2019 11:45,11/22/2019 13:12,Assist Other Agency,CBE,Harvard  Rd
2019-00068895,11/22/2019 20:10,11/22/2019 20:29,Injured/Sick Person,Active/Pending,4200 block of  Lehigh  Rd
2019-00068940,11/22/2019 21:00,11/22/2019 21:41,Injured/Sick Person,CBE,Baltimore at 7497  Calvert Service  Ln
2019-00069019,11/22/2019 23:45,11/22/2019 23:58,Injured/Sick Person,CBE,7300 block of  Baltimore  Ave
2019-00069056,11/23/2019 1:15,11/23/2019 1:23,Injured/Sick Person,CBE,7400 block of  Baltimore  Ave
2019-00069057,11/23/2019,11/23/2019 1:30,Assault,CBE,4200 block of  Lehigh  Rd
2019-00069107,11/23/2019 10:17,11/23/2019 10:17,Injured/Sick Person,CBE,"MFRI, MFRI Office/Classroom Building at 4500  Campus  Dr"
2019-00069208,11/23/2019 16:45,11/23/2019 16:49,Injured/Sick Person,CBE,"Capital One Field at Maryland Stadium, Maryland Stadium"
2019-00069209,11/23/2019 1:00,11/23/2019 17:03,Theft,Active/Pending,4100 block of  Farm  Dr
2019-00069266,11/23/2019 22:16,11/23/2019 22:16,Alcohol Violation,CBE,4100 block of  Valley  Dr
2019-00069298,11/24/2019 0:55,11/24/2019 0:55,Vandalism,CBE,Easton at 3917  Denton Service  Ln
2019-00069302,11/23/2019 22:00,11/24/2019 1:18,Vandalism,Active/Pending,4100 block of  Farm  Dr
2019-00069305,11/24/2019 2:05,11/24/2019 2:05,Emergency Petition,CBE,4000 block of  Stadium  Dr
2019-00069309,11/24/2019 3:15,11/24/2019 3:18,Injured/Sick Person,CBE,"Hillel, Hillel Jewish Center at  7612 Mowatt Ln"
2019-00069311,11/24/2019 4:14,11/24/2019 4:14,CDS Violation,Arrest,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155  Terrapin  Trl"
2019-00069465,11/24/2002 19:15,11/24/2019 19:49,Injured/Sick Person,CBE,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155  Terrapin  Trl"
2019-00069502,11/24/2019 22:16,11/24/2019 22:16,Other Incident,CBE,4100 block of  Valley  Dr
2019-00069525,11/24/2019 22:45,11/24/2019 23:01,CDS Violation,Arrest,3800 block of  Stadium  Dr
2019-00069633,11/21/2019 16:00,11/25/2019 9:01,Vandalism,Active/Pending,4300 block of  Chapel  Ln
2019-00069644,11/19/2019 12:43,11/25/2019 9:47,Fraud,Arrest,7000 block of  Preinkert  Dr
2019-00069690,11/25/2019 15:37,11/25/2019 15:37,CDS Violation,Arrest,Knox  Rd
2019-00069772,11/25/2019 12:50,11/25/2019 17:55,Theft,Arrest,3900 block of  Campus  Dr
2019-00069783,11/23/2019 17:30,11/25/2019 18:44,Suspicious Activity,Active/Pending,3900 block of  Campus  Dr
2019-00069832,11/25/2019 23:45,11/25/2019 23:47,Injured/Sick Person,CBE,Baltimore  Ave
2019-00069963,11/26/2019 10:40,11/26/2019 17:51,Theft,Active/Pending,"Kirwan Hall, Mathematics, Mathematics Building, William E. Kirwan Hall, William Kirwan Hall at 4176  Campus  Dr"
2019-00070272,11/28/2019 0:17,11/28/2019 0:17,CDS Violation,Arrest,8000 block of  Boteler  Ln
2019-00070293,11/28/2019 1:26,11/28/2019 1:26,DWI/DUI,Arrest,Baltimore  Ave
2019-00070439,11/28/2019 22:34,11/28/2019 22:34,CDS Violation,Arrest,7500 block of  Mowatt  Ln
2019-00070710,11/29/2019 23:36,11/29/2019 23:36,Injured/Sick Person,CBE,South Gate at 7567  Regents  Dr
2019-00070718,11/30/2019 0:03,11/30/2019 0:03,DWI/DUI,Arrest,Valley  Dr
2019-00070740,11/30/2019 1:22,11/30/2019 1:22,DWI/DUI,Arrest,Baltimore  Ave
2019-00070797,11/24/2019 17:00,11/30/2019 13:04,Theft,Active/Pending,3400 block of  Tulane  Dr
2019-00071106,12/1/2019 9:00,12/1/2019 16:52,Theft,Investigation Pending,"Armory, Reckord Armory at 4490  Rossborough  Ln"
2019-00071142,12/1/2019 18:33,12/1/2019 18:33,Other Incident,CBE,7000 block of  Preinkert  Dr
2019-00071190,12/1/2019 23:15,12/1/2019 23:32,Suspicious Person/Auto,Arrest,Lot 2a
2019-00071251,12/2/2019 7:15,12/2/2019 8:08,Dept Property Damage/Loss,CBE,1200 block of  Van Se St
2019-00071253,12/2/2019 8:10,12/2/2019 8:10,Theft,CBE,"Ellicott Area Dining Hall, Ellicott Dining Hall at 4028  Stadium  Dr"
2019-00071353,11/22/2019 14:30,12/2/2019 14:53,Theft,Active/Pending,7500 block of  Yale  Ave
2019-00071388,12/2/2019 16:30,12/2/2019 19:37,Theft,Active/Pending,7600 block of  Library  Ln
2019-00071396,12/2/2019 20:00,12/2/2019 20:19,CDS Violation,CBE,Centreville at 4243  Valley  Dr
2019-00071415,12/2/2019 23:07,12/2/2019 23:07,DWI/DUI,Arrest,University  Blvd
2019-00071416,12/2/2019 23:42,12/2/2019 23:46,Injured/Sick Person,CBE,7200 block of  Preinkert  Dr
2019-00071454,12/3/2019 8:51,12/3/2019 8:51,Injured/Sick Person,CBE,4100 block of  Valley  Dr
2019-00071495,12/3/2019 11:51,12/3/2019 11:51,Theft,Active/Pending,Catholic Student Center at 4141  Guilford  Dr
2019-00071511,11/15/2019 6:30,12/3/2019 13:59,Theft from Auto,Active/Pending,"Skinner, Skinner Building at 4300  Chapel  Ln"
2019-00071582,12/3/2019 21:39,12/3/2019 21:39,Injured/Sick Person,CBE,"Tawes, Tawes Hall at 7751  Alumni  Dr"
2019-00071591,12/3/2019 22:28,12/3/2019 22:28,CDS Violation,Arrest,3900 block of  Denton Service  Ln
2019-00071639,12/4/2019 0:28,12/4/2019 0:28,Emergency Petition,CBE,4100 block of  Farm  Dr
2019-00071642,12/3/2019 22:55,12/4/2019 1:25,Suspicious Activity,CBE,Elkton at 3981  Denton Service  Ln
2019-00071645,12/4/2019 2:38,12/4/2019 2:38,DWI/DUI,Arrest,Lot 11b
2019-00071828,12/4/2019 21:51,12/4/2019 21:51,Injured/Sick Person,CBE,4200 block of  Lehigh  Rd
2019-00071929,12/4/2019 15:00,12/5/2019 9:53,Check on the  Welfare,CBE,"Kirwan Hall, Mathematics, Mathematics Building, William E. Kirwan Hall, William Kirwan Hall at 4176  Campus  Dr"
2019-00071968,12/3/2019 8:30,12/5/2019 12:31,Vandalism,Investigation Pending,"Club House, Golf Course Club House at 3800  Golf Course  Rd"
2019-00072054,12/5/2019 21:48,12/5/2019 21:48,Injured/Sick Person,CBE,7500 block of  Calvert Service  Ln
2019-00072110,12/6/2019 0:17,12/6/2019 0:17,DWI/DUI,Arrest,Baltimore  Ave
2019-00072195,12/6/2019 3:14,12/6/2019 3:14,Injured/Sick Person,CBE,Somerset at 7567  Preinkert  Dr
2019-00072464,12/6/2019 23:15,12/7/2019 0:12,Other Incident,Arrest,8600 block of  Boteler  Ln
2019-00072465,12/7/2019,12/7/2019 0:40,Injured/Sick Person,CBE,7500 block of  Regents  Dr
2019-00072470,12/7/2019 1:04,12/7/2019 1:04,Injured/Sick Person,CBE,8  Fraternity  Row
2019-00072485,12/7/2019 1:37,12/7/2019 1:39,CDS Violation,Arrest,6  Fraternity  Row
2019-00072488,12/7/2019 2:05,12/7/2019 2:05,Assist Other Agency,CBE,Catholic Student Center at 4141  Guilford  Dr
2019-00072495,12/7/2019 3:21,12/7/2019 3:21,Injured/Sick Person,CBE,4000 block of  Stadium  Dr
2019-00072533,12/7/2019 6:41,12/7/2019 7:00,Suspicious Activity,CBE,Pocomoke at 7569  Baltimore  Ave
2019-00072570,12/7/2019 13:30,12/7/2019 13:36,Injured/Sick Person,CBE,Somerset at 7567  Preinkert  Dr
2019-00072577,12/7/2019 16:00,12/7/2019 16:06,CDS Violation,CBE,Lot 11b
2019-00072730,12/7/2019 23:30,12/7/2019 23:40,Assist Other Agency,CBE,University  Blvd
2019-00072749,12/8/2019 2:55,12/8/2019 2:55,Injured/Sick Person,CBE,Sigma Delta Tau at 4516  Knox  Rd
2019-00072777,12/8/2019 7:01,12/8/2019 7:01,Injured/Sick Person,CBE,4100 block of  Farm  Dr
2019-00072795,12/7/2019 22:00,12/8/2019 9:15,Other Incident,CBE,The Hotel at 7777  Baltimore  Ave
2019-00072889,12/7/2019,12/8/2019 17:21,Emergency Petition,CBE,Lot 1b
2019-00072956,12/9/2019 0:15,12/9/2019 0:29,Emergency Petition,CBE,Lot UU
2019-00072965,12/9/2019 3:00,12/9/2019 3:17,Injured/Sick Person,CBE,4200 block of  Lehigh  Rd
2019-00073037,12/9/2019 9:30,12/9/2019 12:12,Pedestrian Struck,CBE,Stadium  Dr
2019-00073044,12/8/2019 19:30,12/9/2019 13:00,Suspicious Activity (Title IX Related),CBE,3900 block of  Campus  Dr
2019-00073061,12/9/2019 15:28,12/9/2019 15:28,Theft,Investigation Pending,7600 block of  Regents  Dr
2019-00073506,12/10/2019 22:00,12/11/2019 8:55,Theft,Unfounded,4100 block of  Campus  Dr
2019-00073523,12/7/2019 22:52,12/11/2019 10:52,Theft,Arrest,340 block of  Ehrensberger  Dr
2019-00073552,12/11/2019 15:00,12/11/2019 15:26,Dept Property Damage/Loss,CBE,Pocomoke at 7569  Baltimore  Ave
2019-00073559,12/11/2019 13:20,12/11/2019 15:55,Pedestrian Struck,CBE,3900 block of  Campus  Dr
2019-00073566,12/11/2019 15:30,12/11/2019 16:36,Injured/Sick Person,CBE,3900 block of  Denton Service  Ln
2019-00073596,12/11/2019 20:15,12/11/2019 20:15,CDS Violation,Arrest,4000 block of  Stadium  Dr
2019-00073601,12/11/2019 21:03,12/11/2019 21:03,Vandalism,Arrest,"Eppley, Eppley Recreation Center, ERC at 4128  Valley  Dr"
2019-00073623,12/12/2019 0:16,12/12/2019 0:16,Violation of Protect/Peace Order,Arrest,Baltimore  Ave
2019-00073663,12/12/2019 1:57,12/12/2019 1:57,Vandalism,Arrest,4300 block of  Knox  Rd
2019-00073683,12/12/2019 6:48,12/12/2019 6:48,Weapon Violation,Arrest,Baltimore  Ave
2019-00073728,8/26/2019 8:00,12/12/2019 10:06,Theft,Investigation Pending,Martin Hall at 4298  Campus  Dr
2019-00073744,12/10/2019 20:18,12/12/2019 11:25,Hate Bias Incident,Arrest,7600 block of  Library  Ln
2019-00073746,12/12/2019 11:42,12/12/2019 11:42,Injured/Sick Person,CBE,"Bioscience, Bioscience Research Building at 4066  Campus  Dr"
2019-00073774,12/12/2019 17:13,12/12/2019 17:13,Injured/Sick Person,CBE,4100 block of  Campus  Dr
2019-00073860,12/13/2019 0:55,12/13/2019 0:55,DWI/DUI,Arrest,Greenbelt  Rd
2019-00073908,12/13/2019 9:17,12/13/2019 9:17,Injured/Sick Person,CBE,4300 block of  Knox  Rd
2019-00073933,12/13/2019 9:30,12/13/2019 12:17,Theft,Investigation Pending,"Ellicott Area Dining Hall, Ellicott Dining Hall at 4028  Stadium  Dr"
2019-00073945,12/12/2019 5:03,12/13/2019 13:51,Other Incident,CBE,University  Blvd
2019-00073975,12/13/2019 17:04,12/13/2019 17:04,Injured/Sick Person,CBE,3800 block of  Campus  Dr
2019-00073980,12/13/2019 17:31,12/13/2019 17:31,Other Incident,CBE,Martin Hall at 4298  Campus  Dr
2019-00074028,12/13/2019 20:24,12/13/2019 20:24,CDS Violation,Arrest,4100 block of  Farm  Dr
2019-00074081,12/13/2019 23:15,12/13/2019 23:15,Alcohol Violation,Arrest,South Gate at 7567  Regents  Dr
2019-00074090,12/14/2019 0:01,12/14/2019 0:01,DWI/DUI,Arrest,Baltimore  Ave
2019-00074267,12/14/2019 17:13,12/14/2019 17:13,CDS Violation,CBE,Caroline Hall at 7154  Preinkert  Dr
2019-00074343,12/14/2019 23:29,12/14/2019 23:29,CDS Violation,Arrest,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056  Regents  Dr"
2019-00074360,12/15/2019 0:58,12/15/2019 0:58,Injured/Sick Person,CBE,Denton at 3854  Stadium  Dr
2019-00074373,12/15/2019 2:08,12/15/2019 2:08,Suspicious Activity,CBE,"Chapel, Memorial Chapel at 7744  Regents  Dr"
2019-00074374,12/15/2019 2:09,12/15/2019 2:09,Alcohol Violation,CBE,7600 block of  Library  Ln
